listings
id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
6422,Nashville Charm,12172,Michele,,District 6,36.17143,-86.7357,Private room,43,30,670,3/3/2020,3.63,1,172,0,
39870,Close to Vanderbilt 2,171184,Evelyn,,District 25,36.12466,-86.81269,Private room,70,1,478,6/6/2024,5.05,1,186,106,
59576,Large Main Suite near Lake *ladies only NS plz,812128,Patricia And John,,District 12,36.1894,-86.59162,Private room,43,30,2,9/14/2022,0.08,9,178,0,
72906,Vandy/Belmont/10 mins to Broadway - Sunny 800 sqft,176117,Richard,,District 18,36.13122,-86.80066,Entire home/apt,107,2,731,6/10/2024,4.6,1,49,40,
258817,"ButterflyRoom-queen room, private bath",22296,Diana,,District 12,36.16076,-86.59151,Private room,39,30,97,12/27/2023,0.64,6,301,1,
289242,"MorningstarHouse, monthly room- open June 3",22296,Diana,,District 12,36.16296,-86.59113,Private room,34,30,76,1/12/2019,0.5,6,336,0,
329997,A+ Carriage House & Courtyard! 5 mins to Downtown,1684051,Rick,,District 19,36.1758,-86.7995,Entire home/apt,114,2,1391,6/19/2024,9.26,7,114,106,
340081,Affordable room in 4 bedroom house.,22296,Diana,,District 12,36.16122,-86.59007,Private room,34,30,81,1/27/2024,0.54,6,354,3,
395889,Contemporary-Mod Paradise w/ Private Bathroom,1547584,Kurt,,District 6,36.16499,-86.75054,Private room,97,1,336,6/16/2024,2.29,1,331,28,
421290,Private Entry Studio Suite/King/Wetbar/DT 5 min,1684051,Rick,,District 19,36.1723,-86.7925,Entire home/apt,110,2,1041,6/20/2024,7.1,7,38,52,
430052,"Private Vaulted Suite! King,Wet Bar,Bath/5 min DT!",1684051,Rick,,District 19,36.1723,-86.7925,Entire home/apt,98,2,1043,6/19/2024,7.12,7,41,54,
431258,"5 MIN TO DT! 2 Bdrm, 2.5 Baths, Hot tub courtyard!",1684051,Rick,,District 19,36.1758,-86.7995,Entire home/apt,259,2,526,6/10/2024,3.58,7,283,35,
513664,Cozy and Convenient in Donelson!,2530554,Lori,,District 14,36.15606,-86.64991,Private room,,2,27,6/29/2015,0.2,1,0,0,
632636,Admire Skyline from the Rooftop Terrace Chic Suite,1684051,Rick,,District 19,36.1723,-86.7925,Entire home/apt,178,2,437,5/22/2024,3.02,7,47,19,
637425,Art room French Flair,2427763,Dody &Rodney,,District 6,36.19236,-86.743,Private room,133,1,179,6/9/2024,1.24,2,364,15,
645985,Serenity Haven,1515903,Karen,,District 6,36.18523,-86.71385,Private room,32,30,57,4/4/2024,0.4,2,220,4,
648088,Heart of Music Row Private Suite Midtown Nashville,3250769,Robyn,,District 19,36.1447,-86.79014,Private room,125,2,444,10/30/2023,3.1,1,169,8,
674159,"A Clean, Quiet Suite in a Great Neighborhood",3422455,John,,District 6,36.17393,-86.73894,Entire home/apt,142,3,334,6/9/2024,2.39,2,237,18,
681880,Luxurious Cozy Guesthouse,3471162,Tiffany,,District 7,36.21536,-86.71024,Entire home/apt,96,1,752,6/16/2024,5.27,1,143,96,
859206,Private Entrance Suite Vandy/Belmnt,1924504,Anne,,District 18,36.12999,-86.79959,Private room,,2,128,4/1/2024,0.92,1,0,5,
914787,"Walk to Downtown -Pool, Free Parking, Gym + 4 Beds",4910520,Amy,,District 19,36.17539978,-86.7818985,Entire home/apt,243,1,419,6/16/2024,3.05,15,346,49,
980344,Downstairs/Midweek only Designer Home n Music City,441439,Angela,,District 24,36.14462,-86.82847,Private room,250,2,0,,,3,82,0,
1006989,Private Carriage House,1896384,John And Mike,,District 6,36.17502,-86.73475,Entire home/apt,88,2,609,6/16/2024,4.46,1,82,39,
1009550,The Fab GuesT QuarTers Suite,5554006,Jacque,,District 7,36.21239,-86.70439,Entire home/apt,114,3,267,6/10/2024,1.96,1,58,25,
1209395,Music Row Midtown Apartment,6604593,Michael,,District 19,36.14867,-86.79611,Entire home/apt,118,3,238,5/25/2024,1.84,1,305,17,
1300670,Valentino's Retreat,119023,Dana,,District 10,36.32249,-86.72652,Entire home/apt,139,2,152,5/27/2024,1.14,1,322,41,
1537921,Truly Central Private Cottage,113637,Cynthia,,District 6,36.1676178,-86.73709869,Entire home/apt,146,2,312,6/1/2024,2.37,1,224,28,
1546787,Cozy Guesthouse in 12S Neighborhood,6855810,UrbanNashville,,District 18,36.12991714,-86.79246521,Entire home/apt,90,2,513,6/14/2024,4.07,113,163,28,2019073053
1550764,"Private Entry Studio! Wet Bar,King,Bath,5 mins DT!",1684051,Rick,,District 19,36.17231,-86.79252,Entire home/apt,123,2,837,6/19/2024,6.35,7,36,55,
1557535,ULITIMATE GIRLS WEEKEND!!! 10 MIN. TO DOWNTOWN!!!!,8291189,John,,District 7,36.22621,-86.7103,Entire home/apt,636,3,87,6/2/2024,0.68,1,308,8,
1583339,"Heart of Historic East Nashville, Walk Everywhere!",1567001,Amy,,District 6,36.17833,-86.74426,Entire home/apt,,2,79,6/16/2024,0.6,4,357,7,
1583557,Entire Upstairs-2 Bedroom Private/Owner downstairs,1567001,Amy,,District 6,36.17833,-86.74426,Entire home/apt,160,30,121,3/25/2024,0.92,4,172,5,
1587240,Charismatic room in East Nashville,1567001,Amy,,District 6,36.17868,-86.74394,Private room,,30,133,7/22/2021,1.02,4,0,0,
1625117,Cozy/Cute/Very Safe TreeTop apt-no pet fee,8382752,Bobby,,District 7,36.23198,-86.71693,Entire home/apt,92,1,351,5/26/2024,2.83,1,331,35,
1640655,Southern Hospitality - With 2 Rooms! Private Bath!,6154341,Ann,,District 17,36.12397,-86.78047,Private room,90,4,149,5/1/2019,1.14,1,363,0,
1661560,"East Nash tucked away, retro, killer porch, view!",8804227,Kelli Katrice,,District 6,36.17622,-86.73512,Entire home/apt,183,1,132,4/28/2024,1.02,1,217,3,
1793477,Ryman Retreat in East Nashville,7509912,Sarah,,District 7,36.19869995,-86.70629883,Entire home/apt,130,1,564,6/7/2024,4.37,1,296,44,
1840652,A Downtown Great GetAway!,2066370,Lisa,,District 21,36.17663193,-86.80799103,Entire home/apt,325,1,190,6/9/2024,1.47,1,157,17,
1951714,Cheap Vandy / Downtown Nashville CrashPad,7720839,Michelle,,District 17,36.14549,-86.78686,Shared room,500,1,7,9/11/2017,0.05,1,89,0,
1954040,Vintage style Eastside bungalow,8196681,Anita,,District 7,36.20338,-86.7296,Private room,68,1,454,6/14/2024,3.56,1,308,65,
2083878,"3min to DWTN!/2 bds, 1.5bths/Private Suite",10643952,Khira,,District 19,36.17069,-86.79121,Entire home/apt,113,1,665,6/2/2024,5.21,2,223,55,
2138177,Rustic Designer Suite near City Center,6521193,Terry And Piper,,District 6,36.16107,-86.75256,Entire home/apt,140,1,467,6/2/2024,3.7,1,121,36,
2181743,Take It Easy at an Urban Cottage in East Nashville/near Dt,7073590,Brigitte,,District 6,36.17035,-86.74017,Entire home/apt,253,1,647,6/9/2024,5.27,18,325,81,
2261942,Charming Room in Hip East Nashville,11550460,Jim,,District 5,36.18269,-86.75301,Private room,82,2,738,6/15/2024,5.96,1,280,83,
2288174,Gorgeous! 3 BR in Heart of Nashville,11697248,Chloe,,District 25,36.11209,-86.79666,Entire home/apt,350,3,1,6/9/2014,0.01,2,10,0,
2316288,2.5 Miles From Downtown Two Living Spaces,7428690,Matt & Steph,,District 6,36.18628,-86.74254,Entire home/apt,171,2,339,6/1/2024,3.11,3,350,23,
2372334,Charismatic room in East Nashville,1567001,Amy,,District 6,36.17833,-86.74426,Private room,,30,49,1/2/2021,0.39,4,0,0,
2396505,Luxe Comfort in an Artistic & Historic Home,12098481,Bryan,,District 18,36.13541,-86.812656,Entire home/apt,,3,88,5/12/2024,0.71,1,266,6,
2473234,Room At Eastland - Your totally private space!,12649085,Val,,District 6,36.18034,-86.72588,Entire home/apt,82,4,170,6/12/2024,1.36,1,309,17,
2479230,2BR/1BA Long-Term FURNISHED Rental by Vandy,2800334,Kristin,,District 19,36.14377,-86.79486,Entire home/apt,105,30,101,6/1/2024,0.83,2,326,3,
2521338,beautiful affordable space * ladies only * NS,812128,Patricia And John,,District 12,36.18934,-86.59118,Private room,35,30,3,8/10/2016,0.03,9,180,0,
2581896,"Live Like a Local in E. Nashville, 260 5* Reviews",13221453,Christy,,District 6,36.16922,-86.74108,Entire home/apt,109,1,274,5/27/2024,2.2,3,185,9,201512821
2666769,Cottage at West End/Vandy/Hillsboro,457460890,Chloe,,District 21,36.14705,-86.81845,Entire home/apt,129,1,766,6/19/2024,6.42,11,314,64,
2694882,"E. Nashville -Close to Everything, 265 5* Reviews,",13221453,Christy,,District 6,36.17032,-86.7408,Entire home/apt,117,1,289,5/28/2024,2.32,3,178,13,201517391
2699594,Broadway Penthouse Above Live Music & Bars,1099118,Cal,,District 19,36.16046,-86.77774,Entire home/apt,236,2,236,6/10/2024,1.97,1,315,27,
2710049,"Affordable extended stays,  OPEN NOW",22296,Diana,,District 12,36.1631,-86.59044,Private room,34,30,11,12/7/2022,0.09,6,325,0,
2726453,Luxury Living & Perfect Location Walk to Music Row,2275056,Debbie,,District 18,36.14077,-86.81479,Entire home/apt,249,2,236,6/8/2024,1.96,5,3,24,
2743820,"East Nashville, 2 Bedroom Bungalow",5443095,Brad,,District 7,36.21896,-86.71519,Entire home/apt,100,30,93,4/13/2024,0.76,1,263,4,
2802925,Spa-like Stay w/Cold Plunge Minutes from Downtown!,14336050,Rae,,District 24,36.14704,-86.82269,Entire home/apt,148,2,20,6/9/2024,1.45,1,206,18,
2824336,Downtown/Hottub/Music Row/20 foot ceiling/Gulch!.!,14448697,Che,,District 19,36.14992,-86.78832,Entire home/apt,,2,183,10/22/2023,1.5,14,350,1,
2906844,Beautiful Loft Apt East Nashville,6117864,Sara,,District 6,36.17739,-86.74131,Entire home/apt,104,2,569,5/16/2024,4.63,1,117,38,
2908364,"River View, Dock, Pool, Hot tub, CASR-201517041",14858294,Bill And Anne,,District 15,36.22061,-86.70683,Entire home/apt,705,3,47,6/1/2024,0.39,1,296,12,
2909345,Walkable in The Nations - 10 min to Broadway!,14863542,Sean And Kirsten,,District 20,36.15989864,-86.84270744,Entire home/apt,172,1,73,6/19/2024,0.59,1,0,44,
2931998,Light-filled Modern Bungalow at Musician's Hideaway,5151272,Carly,,District 6,36.17444,-86.73902,Entire home/apt,299,3,98,5/27/2024,0.85,1,58,4,
2950152,"Broadway, Vanderbilt, Belmont, Bridgestone Arena",15060012,William And Vicki,,District 17,36.14251,-86.79137,Entire home/apt,225,1,914,6/19/2024,7.75,1,255,128,
3021231,"12 S house- 3 MILES to downtown, charming nbrhd",15395208,Julie And Josh,,District 17,36.12177,-86.7829,Entire home/apt,,1,283,6/9/2024,2.33,1,207,34,
3043332,Loaded Vagabond Studio (Near Opry and Downtown),293488,Caitlin,,District 15,36.1641,-86.68415,Entire home/apt,76,2,442,6/16/2024,3.76,2,334,38,
3052313,Perfect for Family Fun!  Walk to 12th Ave/Belmont,16805934,Rachael,,District 18,36.12312,-86.80109,Entire home/apt,472,3,29,6/16/2024,0.24,3,23,8,
3107569,NO SVC FEE 14bed/3bth 7000SF Downtown Mansion,15494980,Devon,,District 5,36.19904,-86.76105,Entire home/apt,,3,139,5/19/2024,1.17,1,257,7,
3116713,Travelers Sunny Paradise Female  Non Smkr  plz,812128,Patricia And John,,District 12,36.18885,-86.5917,Private room,39,31,10,7/20/2023,0.09,9,180,1,
3121821,Charming private apt. in hip area,14083317,Merrilyn,,District 6,36.18862,-86.73964,Entire home/apt,122,1,1119,6/8/2024,9.14,2,224,79,
3123909,Spacious 4BR Townhouse near Downtown,7961115,Blake,,District 19,36.18161,-86.79044,Entire home/apt,,2,157,5/27/2024,1.29,2,345,9,
3158038,Welcome to 12 South comfort!,5611748,Melissa,,District 17,36.13362,-86.78695,Entire home/apt,,2,50,5/5/2024,0.41,1,59,9,
3288576,Belmont Modern Loft Guest House,2275056,Debbie,,District 18,36.12465,-86.7947,Entire home/apt,124,1,180,6/10/2024,1.88,5,82,16,
3379848,Casual Comfort at The Hotel Not California,17050462,Patrick & Janet,,District 16,36.1232,-86.70996,Entire home/apt,148,2,172,6/2/2024,2.07,1,322,18,
3398939,!!DOWNTOWN CONDO WITH GREAT POOL AND VIEW!! 84,17145199,Brad,,District 19,36.17478,-86.78236,Entire home/apt,166,1,543,6/3/2024,4.55,16,244,81,
3464176,Spacious Home in Cool East Nashville - #2019071966,17453866,Alex,,District 5,36.17913,-86.76809,Entire home/apt,,2,92,5/26/2024,0.76,1,323,15,
3578360,East Nashville & Easy Bike Downtown,11006332,Cp,,District 6,36.16574,-86.74104,Entire home/apt,,30,101,11/11/2021,0.84,1,365,0,
3648549,"Serene, Cozy Getaway; Lipscomb, Vanderbilt,12South",931636,Debby,,District 25,36.10373,-86.79625,Entire home/apt,,2,141,11/14/2022,1.51,1,1,0,
3686152,12th South Dream Retreat - Family Friendly!,15586733,Neal,,District 17,36.12521,-86.78528,Entire home/apt,366,2,283,6/15/2024,2.37,18,310,33,
3694888,Unique Studio & Retro Trailer. Walk to everything,18816131,Sean,,District 19,36.14959,-86.78881,Entire home/apt,196,1,559,6/2/2024,4.87,1,260,14,
3696753,Restrung East Nashville Condo,18830581,Mike,,District 6,36.17229,-86.75554,Entire home/apt,152,3,403,6/17/2024,3.34,2,125,42,
3703925,"Charming flat in heart of Nashville, Sylvan Park",441439,Angela,,District 24,36.14206,-86.82473,Entire home/apt,120,1,661,6/6/2024,5.52,3,137,39,
3710914,Cute East Nashville Cottage 1.5 Miles To Downtown,10259524,Brady,,District 5,36.18218,-86.77158,Entire home/apt,160,1,847,6/19/2024,7.03,4,0,115,
3742359,Five Star Buena Vista East Nashville Loft,13976860,Connie,,District 6,36.16948,-86.73771,Entire home/apt,143,3,367,6/16/2024,3.05,2,219,28,
3760928,Historic Suite in East Nashville,19112532,Angela,,District 6,36.19183,-86.7427,Private room,119,1,367,6/16/2024,3.08,1,198,31,
3793659,Family Home Downtown Nashville,9633722,Molly,,District 19,36.17184,-86.79209,Entire home/apt,255,2,280,6/22/2024,2.54,2,342,44,
3811909,Modern Cottage East Nashville,11543228,Jess,,District 6,36.18391,-86.72637,Entire home/apt,107,2,402,6/17/2024,3.36,1,49,33,
3867817,"Luxury ""Shabby Chic Dollhouse"" Home~BEST LOCATION!",19969236,Elizabeth,,District 24,36.12181,-86.84317,Entire home/apt,263,30,8,10/31/2019,0.07,1,265,0,
3905148,Private Entry/1895 Victorian,19204818,"Tom And Wife, Mary",,District 6,36.17347717,-86.74029541,Entire home/apt,115,1,625,6/16/2024,5.23,1,292,61,
3907104,"Five Points Jewel: Vintage Charm, Modern Comfort",593556,Alece,,District 6,36.175255,-86.75061,Entire home/apt,187,1,235,6/16/2024,1.97,9,280,46,2019014135
3912357,Private entry & bath in the Heart of the City.,20264071,Caprisha,,District 19,36.17319,-86.79354,Private room,106,1,415,5/26/2024,3.64,1,125,61,
3952633,Stylish Condo in Trendy 12South,7096686,Meredith,,District 17,36.12558,-86.77773,Entire home/apt,,27,27,12/14/2023,0.23,2,261,2,
4033674,"Modern Condo & Pool,Downtown Close! BudgetFriendly",14657565,Daphne,,District 17,36.12644,-86.77843,Entire home/apt,86,1,946,6/1/2024,8.06,5,238,66,
4047679,1BR/1BA Music Row Long-Term Executive Suite,2800334,Kristin,,District 17,36.14261,-86.79371,Entire home/apt,90,30,111,2/18/2024,0.94,2,181,3,
4067086,Urban Art District Abode,9596278,Jacob,,District 17,36.14392,-86.76227,Entire home/apt,149,1,830,6/4/2024,6.97,4,315,50,
4100639,*Downtown Condo with Beautiful River View*,17145199,Brad,,District 19,36.17121,-86.77958,Entire home/apt,182,1,566,6/4/2024,4.93,16,192,77,
4169295,Belmont 12th South DREAM HOUSE: Top rated home,2275056,Debbie,,District 18,36.12465,-86.79689,Entire home/apt,1004,2,104,6/9/2024,0.92,5,326,8,
4178988,Award-Winning Resort Cottage,457460890,Chloe,,District 6,36.1748,-86.73808,Entire home/apt,129,1,855,6/18/2024,7.25,11,255,66,
4197716,Scandinavian Style Apartment in Heart of East Nashville,12122804,Cass And Martin,,District 6,36.18111,-86.73229,Entire home/apt,106,1,695,5/27/2024,5.86,2,172,28,
4227049,East Nashville Victorian Home,7153613,Tammi,,District 6,36.18701,-86.7363,Entire home/apt,,7,69,9/27/2021,0.59,1,87,0,
4252199,Big & Cozy East Nashville Retreat,22066344,Katie,,District 5,36.18251,-86.75297,Entire home/apt,,2,395,11/14/2023,3.37,4,0,11,
4275484,The Hamilton - In Trendy WeHo + 1.5 mi to Broadway,22196890,Donald,,District 17,36.13778,-86.76872,Entire home/apt,189,3,341,6/15/2024,3.07,1,307,20,
4302855,The Commodore: Upscale Summer Home Near Vanderbilt,6675690,Isabeau And Shaun,,District 18,36.13661667,-86.81128188,Entire home/apt,327,2,188,5/12/2024,1.9,64,314,14,
4303083,"The Lenore: Walk to Titans! True Home, Big Yard!",6675690,Isabeau And Shaun,,District 6,36.16992,-86.7477,Entire home/apt,247,2,207,6/10/2024,2.14,64,337,15,
4351066,Nashville Modern Studio in Hip Melrose,16587828,Cal,,District 17,36.12679,-86.77831,Entire home/apt,92,2,506,6/3/2024,4.29,4,316,44,
4354794,Downtown Nashville Riverfront Condo with Pool,15892790,Mark,,District 19,36.17542,-86.78226,Entire home/apt,168,1,451,6/16/2024,3.91,2,137,76,
4358798,East Nashville 1930's Cottage Unit B,16922948,Meagan,,District 7,36.19218,-86.72327,Entire home/apt,103,2,103,4/21/2024,0.93,2,179,6,
4365735,East Nashville 1930'a Cottage Unit A,16922948,Meagan,,District 7,36.19213,-86.72512,Entire home/apt,,2,102,5/6/2024,0.87,2,350,8,
4438136,"Updated Historic Home, Vibrant Park, HVAC w/ UV L",10389445,Janet,,District 24,36.1334,-86.8255,Entire home/apt,,2,203,2/11/2024,1.76,1,0,9,
4476315,"Nashville's Charming Poppy House, Walk to Music +",23224852,Jamie,,District 19,36.14505,-86.78894,Entire home/apt,234,2,518,6/17/2024,4.46,1,299,57,
4485271,DOWNTOWN Riverfront Condo close to BROADWAY ACTION,23271865,Harry,,District 19,36.17332,-86.78052,Entire home/apt,150,2,258,6/19/2024,2.24,2,279,45,
4490882,Great Condo in 12South,7096686,Meredith,,District 17,36.12509,-86.77878,Entire home/apt,,27,26,12/18/2023,0.22,2,326,1,
4491931,Mid-Century Modern East Nashville Craftsman in Five Points,23301240,Andy,,District 6,36.177,-86.74482,Entire home/apt,148,2,357,6/6/2024,3.23,1,157,45,
4494569,"Germantown 4bd, 2 Miles from Bdwy",23314330,Sara,,District 19,36.18118,-86.7923,Entire home/apt,446,2,146,6/2/2024,1.25,2,318,12,
4511965,Duplex- Inc Both Sides - in E. Nash 415 5* Reviews,13221453,Christy,,District 6,36.17059,-86.74113,Entire home/apt,211,3,19,4/14/2024,0.16,3,172,1,201512821/201517391
4531756,Southern Charm meets Old World Hospitality,23496125,Maria Davis,,District 25,36.08872,-86.79486,Entire home/apt,728,2,24,7/30/2023,0.28,1,364,1,
4559286,The Green Menagerie,23636518,Elizabeth,,District 27,36.05077,-86.73694,Private room,87,1,303,6/9/2024,2.83,1,85,39,
4604518,Spacious 4BR Next to Geodis Park-Close to Downtown,8008453,Alyssa,,District 17,36.12382,-86.7637,Entire home/apt,,2,292,4/21/2024,2.72,2,357,11,
4621726,"Cute, Cozy Cottage in Nashville",17913438,Randa,,District 24,36.14874,-86.84399,Entire home/apt,145,2,163,5/21/2024,1.42,1,288,13,
4625481,Cozy Downtown Nashville Riverfront Condo,83323910,Rebecca,,District 19,36.17466,-86.78012,Entire home/apt,,2,120,4/21/2024,1.1,8,337,4,
4688669,Luxurious Downtown Corner Views 2 bed 2bath-#211,24241984,Patsy,,District 19,36.1566,-86.76579,Entire home/apt,311,2,77,4/21/2024,0.67,14,217,9,
4691716,Cheerful Mid Century Retreat - stellar reviews!,15444638,Jennifer + Sean,,District 6,36.18003,-86.72328,Entire home/apt,137,2,267,6/4/2024,2.32,1,165,29,
4693349,"2Bdrm/2Bath, 1.6miles from DT!",10643952,Khira,,District 21,36.15917,-86.80146,Entire home/apt,129,2,383,6/3/2024,3.3,2,44,10,
4717231,"Comfy MINI-MANSION 
 Convenient to Downtown!",24370035,Kimberly,,District 3,36.2921,-86.78614,Entire home/apt,195,2,94,3/2/2018,0.81,1,0,0,
4725120,Designer Loft With Courtyard Views Near Downtown!,91390810,David,,District 5,36.1735,-86.76518,Entire home/apt,148,30,94,1/17/2017,0.83,3,166,0,
4787052,Nashville Carriage House,24675632,Bill And Debbie,,District 6,36.18324,-86.74496,Entire home/apt,96,1,657,6/7/2024,5.7,1,279,77,
4806588,!!RIVERFRONT CONDO WITH POOL*WALK TO BROADWAY!! 60,17145199,Brad,,District 19,36.16979,-86.77911,Entire home/apt,182,1,602,6/2/2024,5.3,16,152,67,
4809998,East Nashville 3BR - Great location,24774248,Doy,,District 5,36.19038,-86.75952,Entire home/apt,180,2,170,9/24/2023,1.99,1,12,6,
4810344,12 South Apartment for Rent,4983840,Nathan,,District 18,36.13122,-86.79021,Entire home/apt,114,1,482,6/16/2024,4.23,1,309,68,
4857128,Cozy Green Hills apartment (1 mi from Lipscomb U.),24987037,Patrick,,District 25,36.09462,-86.792,Entire home/apt,102,4,579,5/14/2024,5.17,1,139,40,
4861360,Little Hollywood Gem East Nashville,25006117,Stephanie,,District 6,36.17899,-86.73718,Entire home/apt,190,2,86,11/27/2023,0.76,1,172,17,
4924659,Freshly Renovated Historic Suite,25366040,Todd,,District 24,36.15178,-86.84395,Entire home/apt,100,1,534,6/6/2024,4.63,1,292,43,
4949787,Prime Location * Spacious * Artsy * Games * Deck,25467486,Erin,,District 17,36.12334,-86.76343,Entire home/apt,162,1,288,6/21/2024,2.63,4,334,48,
4958707,The Ruby at Music Row,9596278,Jacob,,District 19,36.14595,-86.7877,Entire home/apt,158,1,775,5/19/2024,6.73,4,307,53,
4963269,Comfort and Joy,9629632,Kelly,,District 6,36.18807,-86.74442,Entire home/apt,99,15,263,5/16/2024,2.42,1,44,2,
5014393,Sweet cottage on Nashville farm!,6216127,Terry Jo,,District 34,36.04281,-86.83346,Entire home/apt,138,90,73,7/31/2016,0.65,1,358,0,
5039858,"PRIVATE bd/bth, Great Location, Off-Street Parking",25350815,Alexander,,District 7,36.19818,-86.73448,Private room,116,1,135,5/13/2024,1.19,1,336,9,
5061506,Gorgeous Stay in Nations only 7 min from Broadway!,22933775,Lauren And Jen,,District 20,36.15814,-86.84145,Entire home/apt,281,2,225,6/15/2024,1.99,14,300,39,
5070014,2BR - Sleeps 4 - Kid Friendly! Upstairs Suite,26179993,Marie,,District 15,36.17395,-86.68661,Private room,131,2,193,6/13/2024,1.71,1,330,22,
5093371,"Charming room, 5 Points Nashville. private bathrm",4210445,Joy,,District 6,36.18731,-86.74041,Private room,81,1,525,6/9/2024,4.61,2,14,53,
5102074,No more new rentals allowed,26248043,Jason,,District 11,36.24107,-86.61458,Entire home/apt,2750,60,4,8/16/2015,0.04,1,365,0,
5174212,Cozy East Nashville Cottage with Relaxed Southern Style,14318200,Julian,,District 5,36.20225,-86.74634,Entire home/apt,94,1,1253,6/7/2024,11.07,1,300,117,
5193246,Petite Studio w/Mini-Kitchen Interns Welcome,26863205,Doug,,District 7,36.21415,-86.72949,Entire home/apt,,30,5,3/2/2024,0.17,21,320,2,
5212573,Poplar Hollow Barn,26945569,Pam,,District 35,36.05609,-86.97052,Entire home/apt,125,2,337,6/1/2024,2.96,2,248,39,
5217231,Beautiful Victorian in heart of 5 points/downtown,16087739,Lisa,,District 6,36.17322,-86.74842,Entire home/apt,261,2,160,6/2/2024,1.43,2,307,26,
5261347,12 South Loft - Private Guesthouse,26604311,John & Lori,,District 17,36.11869,-86.7833,Entire home/apt,175,3,210,6/18/2024,1.86,1,211,25,
5329979,Luxury Hillsboro Village Condo,27621511,Adam,,District 18,36.13541,-86.80358,Entire home/apt,,30,130,12/29/2019,1.14,1,294,0,
5352951,Music City Melody: Brand New Craftsman Gem!,22224024,MusicCityBNBs,,District 17,36.13954839,-86.79253731,Entire home/apt,349,3,281,6/11/2024,2.5,3,311,26,
5450001,"Charming Home, sleeps 6, 5 Miles to Downtown!",16805934,Rachael,,District 16,36.09924,-86.74098,Entire home/apt,157,2,122,6/16/2024,1.36,3,344,30,
5480793,Cozy Lockeland Springs Private Loft,28422447,Greg,,District 6,36.17145,-86.73934,Entire home/apt,104,2,467,5/26/2024,4.14,1,327,38,
5557887,*Heart of Nashville Retreat* 2 BR | 7 mins to DT,127444298,Liz,,District 19,36.1757,-86.78175,Entire home/apt,226,2,178,6/4/2024,2.13,8,265,56,
5560170,Kooler Kendall,9154329,Melissa,,District 24,36.13471,-86.86484,Entire home/apt,342,3,47,7/16/2023,0.42,2,345,1,
5582584,*WONDERFUL NEW 4 BEDROOM HOME. CLOSE TO DOWNTOWN*,17145199,Brad,,District 5,36.196,-86.76331,Entire home/apt,,1,67,4/14/2024,0.61,16,348,4,
5591141,Germantown - 1.7 mi to downtown,28988137,R.C. & Beth,,District 19,36.17955,-86.7948,Entire home/apt,239,1,440,6/8/2024,3.95,1,146,37,
5605938,Inviting East Nashville Home,26588108,Jennifer,,District 6,36.173,-86.74935,Entire home/apt,,3,22,7/30/2023,0.19,1,363,1,
5622887,2 New Hope Court Paradise room NS only plz,812128,Patricia And John,,District 12,36.16475,-86.58642,Private room,36,31,13,3/31/2024,0.12,9,140,1,
5726670,12 South Charmer back on market! Perfect ext. stay,10633841,Emily,,District 17,36.11872,-86.78999,Entire home/apt,70,30,163,1/8/2024,1.51,1,260,1,
5756534,Loft Style Studio - CLOSE TO DOWNTOWN NASHVILLE,20691550,Cj,,District 16,36.11737,-86.73477,Private room,65,31,27,3/11/2018,0.33,1,179,0,
5759335,Massive Palace Close to Downtown!,18071351,Daniel,,District 19,36.17045,-86.79315,Entire home/apt,,2,86,6/16/2024,0.77,1,360,21,
5761405,Amazing Master Suite in Heart of East Nashville,5178185,Joel,,District 6,36.17187,-86.7469,Private room,175,2,53,5/5/2022,0.47,4,207,0,
5761584,East Nashville Jewel,5178185,Joel,,District 6,36.17089,-86.74556,Private room,120,1,65,10/10/2023,0.67,4,282,1,
5761616,Stay in Style Where the Musicians Live,5178185,Joel,,District 6,36.17082,-86.74582,Entire home/apt,328,1,303,6/14/2024,2.7,4,351,22,
5767371,*FREE NIGHT! Fab Home or Homes close to Broadway*,17145199,Brad,,District 5,36.19732,-86.76446,Entire home/apt,,1,105,5/27/2024,0.95,16,343,7,
5773891,Cute East Nashville Pad,29955861,Jim,,District 5,36.20005,-86.75456,Entire home/apt,132,2,396,6/10/2024,3.59,1,320,41,
5794839,"Heidtke House, A Rare Find & Featured on TV!",13960675,John,,District 15,36.16826,-86.67193,Entire home/apt,295,2,126,1/31/2024,1.27,1,342,1,
5808960,"Luxurious Private Studio, 10 min to downtown",30139823,Jessica,,District 25,36.10244,-86.78596,Entire home/apt,136,1,460,6/2/2024,4.18,1,326,55,
5859347,Comfy home in East Nashville,13224315,Emma & David,,District 6,36.18069,-86.71638,Entire home/apt,236,3,146,6/2/2024,1.33,1,71,13,
5880314,East Nashville peaceful abode,6254287,Steph,,District 6,36.18469,-86.7307,Private room,109,2,463,6/9/2024,4.15,2,5,20,
5920152,"$4M - 9,000ft Belle Meade Estate w/ Pool",30745101,Marc,,District 23,36.11852,-86.85563,Entire home/apt,1393,3,171,12/29/2023,1.73,1,328,15,
5930642,Wyndham Nashville- 1 bdrm near Gaylord Palms,30787515,Brooke,,District 15,36.2176,-86.70294,Entire home/apt,,3,30,9/2/2019,0.27,6,80,0,
