listings
id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
44896947,"Farmhouse 4 Bed/Bath, Pool, 15-20 mins to Downtown",13996514,Ellery,,District 1,36.28046,-86.85187,Entire home/apt,425,3,6,8/13/2023,0.13,3,259,3,
44934927,THREE KING beds FREE parking 2 miles to Broadway!,28196034,Dorinda,,District 21,36.16326,-86.80617,Entire home/apt,230,2,134,6/10/2024,2.9,20,162,31,
44995320,"LOFT LULA 'SEIS' in Downtown Nashville, TN",225949486,Luis + Crystal,,District 19,36.15586,-86.77571,Entire home/apt,144,1,202,6/6/2024,4.38,10,114,46,
44997666,"Haywood Cottage - Entire home, sleeps 12",242100109,Jordyn,,District 30,36.0746,-86.71011,Entire home/apt,687,1,82,5/8/2024,1.81,1,28,10,
45002939,10 Mins To Broadway - Gorgeous Gated Townhome,101426897,Host Extraordinaires,,District 20,36.15783,-86.87977,Entire home/apt,153,2,89,6/9/2024,1.98,210,206,21,
45003250,10 Mins To Broadway - Pet-Friendly Escape,101426897,Host Extraordinaires,,District 20,36.15885,-86.87952,Entire home/apt,184,2,65,6/3/2024,1.54,210,314,20,
45003528,10 Mins To Broadway - Luxurious Gated Townhome,101426897,Host Extraordinaires,,District 20,36.15942,-86.87973,Entire home/apt,162,2,61,6/2/2024,1.57,210,345,17,
45015102,10 Mins To Broadway - Alluring Gated Townhome,101426897,Host Extraordinaires,,District 20,36.15977,-86.87898,Entire home/apt,161,2,90,6/2/2024,2.08,210,304,24,
45053579,2 Bedroom Condo - Nashville,225597185,Alan,,District 15,36.22001,-86.70533,Entire home/apt,295,3,21,1/27/2024,0.45,4,358,4,
45056960,Downtown in the Gulch - Spacious 2bed/2bath - Walk,363524491,Adam,,District 19,36.15222,-86.78135,Entire home/apt,256,2,102,6/9/2024,2.25,9,258,27,
45069393,02 • MATTE BLACK 2 BD ★ MUSIC ROW ★ POOL ★ SLEEP 6,34316903,Derek & Lacey,,District 19,36.15133,-86.79107,Entire home/apt,299,2,145,5/26/2024,3.15,10,158,23,
45069926,NEW 4 BEDROOM PENTHOUSE SUITE ★ POOL ★ SLEEPS 12!,34316903,Derek & Lacey,,District 19,36.15192,-86.79165,Entire home/apt,791,2,108,5/12/2024,2.36,10,162,21,
45086233,Riverfront Delight on the Cumberland:Downtown Cond,62021647,Susan,,District 17,36.14639,-86.78174,Entire home/apt,194,1,10,6/29/2023,0.22,1,325,1,
45087634,Near Vandy on foot-11 mins to downtown-Park Free!,330413872,Cat,,District 21,36.1441,-86.81762,Entire home/apt,190,3,32,6/10/2024,0.71,6,307,11,
45091316,NEW Fully furnished  3BR/3.5BA with rooftop,12153920,Shac,,District 5,36.1953,-86.77041,Entire home/apt,119,14,8,1/6/2024,0.18,13,78,1,
45098513,Ideal downtown Nashville loft – Letterpress Loft,26211861,Christy,,District 19,36.16404,-86.77799,Entire home/apt,378,2,169,6/20/2024,3.92,2,288,49,
45104707,Scenic-Cottage on 5 acres,171145983,Amy,,District 31,35.99511,-86.68697,Entire home/apt,174,1,127,6/18/2024,2.87,1,312,52,
45105260,East Nashville chill space- 15 mins from downtown,160168452,Hannah,,District 7,36.23221,-86.71922,Entire home/apt,109,2,80,5/26/2024,2.14,1,146,39,
45161683,Space Minutes from Downtown,176299064,Walter,,District 25,36.09209,-86.78681,Entire home/apt,80,30,4,5/24/2024,0.32,1,225,3,
45164873,East Nashville Nook,364751706,Stephanie,,District 7,36.19491,-86.71381,Entire home/apt,,3,66,11/23/2023,1.47,1,0,14,
45242131,Nashville,165008812,Sheryl,,District 15,36.2214,-86.7037,Private room,,2,1,10/20/2021,0.03,2,365,0,
45258847,BeerRun. Downtown Nashville Studio. Pool Open Now!,179452506,Carrie,,District 17,36.12586,-86.77847,Entire home/apt,106,2,74,5/13/2024,1.6,6,185,13,
45285837,Rm 2: Fresh queen room 6 miles from Downtown!,30733625,Oscar,,District 2,36.22227,-86.8111,Private room,35,30,10,11/18/2023,0.3,2,140,2,
45290849,The Hickory Haven: A Cozy Private Studio,85761471,Vanessa,,District 11,36.22463,-86.63114,Private room,264,2,111,10/23/2023,2.4,1,365,11,
45326719,Private peaceful studio in Donelson,31620313,Charli,,District 14,36.18557,-86.64279,Entire home/apt,52,30,1,2/13/2024,0.23,2,322,1,
45333798,"The Edison: Clean, Central, Get-Away",77930747,Gretchen,,District 5,36.20471,-86.74028,Entire home/apt,104,1,181,6/3/2024,4.03,3,274,49,
45366461,Peaceful East Nashville Retreat,1187056,Jacob And Bonnie,,District 7,36.2218,-86.72518,Entire home/apt,,2,14,5/7/2024,0.97,1,163,9,
45382985,Huge Luxury Chefs Kitchen,13168890,Lynda,,District 17,36.12953,-86.78035,Entire home/apt,,2,17,3/10/2024,0.5,2,336,2,
45398761,Sprawling Belmont/12 S Guest Suite -Walkable!,15586733,Neal,,District 18,36.12995,-86.79816,Entire home/apt,242,2,64,6/9/2024,1.49,18,179,16,
45399105,Serene Guest Cottage - Walk 2 FOOD/ 6 min 2 BRDWY!,15586733,Neal,,District 5,36.1862,-86.76294,Entire home/apt,131,1,118,6/7/2024,2.73,18,157,39,
45411384,"New guesthouse w/ full kitchen, bath & parking",50008068,Brian,,District 5,36.18805,-86.76236,Entire home/apt,151,2,92,5/26/2024,2.16,1,37,14,
45421949,CW Nashville 1BR Condo,58385754,Kivaan,,District 15,36.21975,-86.70523,Entire home/apt,,2,0,,,2,365,0,
45421980,CW Nashville 2BR Condo,58385754,Kivaan,,District 15,36.21995,-86.70524,Entire home/apt,,2,2,9/21/2021,0.04,2,365,0,
45449397,"The Neill: Airy & Spacious Gem, Walk to Great Eats",6675690,Isabeau And Shaun,,District 5,36.18573,-86.75508,Entire home/apt,225,2,81,6/11/2024,2.17,64,342,22,
45451337,"Hydrangea: Golf Views, Porch Vibes, 3mi Broadway!",67994775,Music City Magnolia,,District 6,36.17529,-86.73596,Entire home/apt,245,2,84,4/7/2024,1.85,15,148,9,
45454692,HGTV Remodeled Apartment Close to Everything,2407507,Kirk,,District 5,36.18040721,-86.75438724,Entire home/apt,130,1,413,6/22/2024,9.16,1,131,137,STRP#2020016667
45464347,Nashville Within Reach at Shelby Ave Suites #204,40845307,Kamal,,District 6,36.17021,-86.75271,Entire home/apt,,30,7,11/9/2022,0.16,7,324,0,
45465547,Comfy Studio Getaway in the Heart of Nashville,367836686,Toby,,District 17,36.12657,-86.77863,Entire home/apt,90,1,109,6/16/2024,2.4,1,263,36,2024-02-03-516
45466268,"RANCH BEAUT - 5Bd/3Ba, King Beds, Mins to Broadway",284083091,Becky,,District 8,36.26222,-86.7254,Entire home/apt,566,2,78,5/28/2024,1.76,2,115,22,
45504744,All Things Nashville at Shelby Ave Suites #202,40845307,Kamal,,District 6,36.1706,-86.75227,Entire home/apt,,30,9,4/23/2023,0.22,7,230,0,
45505153,Nashville Vibes at Shelby Ave Suites #101,40845307,Kamal,,District 6,36.16984,-86.75309,Entire home/apt,,30,6,5/28/2023,0.14,7,364,0,
45505595,"Brand new house, bike lanes, walk to restaurants",14761047,John,,District 24,36.12056,-86.84448,Entire home/apt,166,30,5,8/27/2023,0.16,5,322,1,
45540142,Nashville Living at Shelby Ave Suites #103,40845307,Kamal,,District 6,36.17028,-86.75369,Entire home/apt,,30,6,6/24/2023,0.15,7,316,1,
45544897,"LOFT LULA 'SIETE' in Downtown Nashville, TN",225949486,Luis + Crystal,,District 19,36.15452,-86.77453,Entire home/apt,144,1,217,5/19/2024,4.78,10,49,42,
45556783,Cozy Nashville at Shelby Ave Suites #203,40845307,Kamal,,District 6,36.17021,-86.75221,Entire home/apt,,30,4,4/27/2023,0.16,7,70,0,
45572500,Kasa | 2BD by Listening Room Cafe | Nashville,88566861,Kasa,,District 19,36.15636,-86.78724,Entire home/apt,357,7,100,5/25/2024,2.24,13,224,23,
45572502,"Kasa | Gulch Studio, Music City Center | Nashville",88566861,Kasa,,District 19,36.1577,-86.78839,Entire home/apt,277,7,40,6/2/2024,0.9,13,282,13,
45597181,Hip tiny house in the heart of East Nashville.,4899259,Robert,,District 5,36.1875,-86.75301,Entire home/apt,143,30,15,3/1/2024,0.35,2,325,4,
45608341,Nashville Revere Place Hideaway,165397037,Lindsey,,District 15,36.1725,-86.68493,Entire home/apt,147,2,91,5/19/2024,2.02,2,68,8,
45609934,East Nashville Home - Walk to dining & Greenway,57059716,Eric,,District 6,36.18542,-86.72085,Entire home/apt,181,2,98,6/16/2024,2.26,3,264,26,2023099969
45635244,"Boutique Hideaway:Gulch,WeHo,DT at Your Doorstep",369692637,Grady,,District 17,36.14326,-86.76342,Entire home/apt,125,2,107,6/10/2024,2.53,1,344,23,
45668325,Boutique One Bedroom Condo in Dynamic 12 South 202,45101594,Scarlett,,District 17,36.12326,-86.78975,Entire home/apt,146,2,81,5/24/2024,1.8,48,329,24,
45670188,Home Sweet Nashville at Shelby Ave Suites #201,40845307,Kamal,,District 6,36.17178,-86.75287,Entire home/apt,,30,9,4/18/2024,0.22,7,49,1,
45670501,"Walk Gulch,Music Row, Broadway Central Nashville",32163305,Lisa,,District 17,36.14626,-86.77971,Entire home/apt,178,4,68,6/10/2024,1.51,1,351,21,
45673261,The Honey Bee Cottage - Monthly Furnished Rental,85360355,StayLocal,,District 17,36.12626,-86.78621,Entire home/apt,1795,1,5,3/31/2024,0.18,124,83,1,
45700181,04 • NEW GLAM 2 BD ON MUSIC ROW ★ POOL ★ SLEEPS 6!,34316903,Derek & Lacey,,District 19,36.15133,-86.79157,Entire home/apt,324,2,112,5/27/2024,2.5,10,151,18,
45702837,Country Music Legendary Cabin near Opry on 5 acres,297619817,Patrick & Annie,,District 15,36.22069,-86.68577,Entire home/apt,175,1,252,6/17/2024,5.78,2,89,100,
45734047,Newly Renovated Spacious 2BR House-5mi to Downtown,102921812,John,,District 16,36.09969,-86.74232,Entire home/apt,,30,4,8/11/2022,0.12,1,364,0,
45740356,Riverfront Hideaway w/ Dock,62429442,Chase,,District 15,36.2247,-86.70627,Entire home/apt,309,2,155,6/16/2024,3.48,1,329,36,
45767343,Wyndham Condo 1or2 BR & Kitchen 1 mile to Opryland,80321697,Christine,,District 15,36.21994,-86.70375,Entire home/apt,,7,1,10/15/2020,0.02,1,0,0,
45771914,U1 / Downtown River Views / Walkable to Broadway,260899725,Kevin,,District 19,36.16605,-86.77713,Entire home/apt,,3,19,6/10/2024,0.44,54,315,9,
45772144,U2 Downtown Flat Near the River / Walk to Broadway,260899725,Kevin,,District 19,36.16605,-86.77713,Entire home/apt,,3,30,6/10/2024,0.68,54,305,15,
45773092,"Spacious luxury near downtown, airport, lake, GOO",119293882,Angela,,District 13,36.13307,-86.63072,Private room,49,30,0,,,2,93,0,
45773513,Modern Townhome w/ Game Room + 10min to Downtown!,236657857,Cully,,District 2,36.18877406,-86.80496107,Entire home/apt,148,1,133,5/27/2024,3.01,4,357,10,
45774205,Union One / Combo Listing Two 3BR Condos Downtown,260899725,Kevin,,District 19,36.16605,-86.77713,Entire home/apt,,3,13,6/16/2024,0.37,54,297,5,
45782248,3BR Loft | Walk to Broadway Downtown | Pool Gym |,35100052,Victor,,District 19,36.15554,-86.775208,Entire home/apt,,1,216,6/16/2024,4.85,5,236,49,2018075009
45782630,✨Downtown Nashville & Broadway 6 people  Pool & Gym 2 BR✨,35100052,Victor,,District 19,36.15554,-86.775208,Entire home/apt,215,1,210,6/10/2024,4.83,5,254,56,
45783152,"Quiet hide-away, minutes from downtown & airport!",371160772,Rosalie,,District 13,36.10262,-86.70292,Private room,67,1,443,3/29/2024,9.9,1,94,29,
45786542,The Urban Trilogy One,85360355,StayLocal,,District 21,36.15708,-86.80236,Entire home/apt,,31,14,8/14/2022,0.33,124,344,0,
45786580,The Urban Trilogy Two,85360355,StayLocal,,District 21,36.15931,-86.80365,Entire home/apt,,1,28,5/11/2024,0.65,124,293,4,
45786605,The Urban Trilogy Three,85360355,StayLocal,,District 21,36.15938,-86.80164,Entire home/apt,,1,12,10/9/2023,0.28,124,315,1,
45816241,"Abode | Marathon Village | Cozy, Urban, Local!",328603084,Abode (Nashville),,District 19,36.16373,-86.80075,Entire home/apt,93,1,55,5/14/2024,1.33,10,344,12,
45816243,Abode | Marathon Village | Cozy Nashville Retreat,328603084,Abode (Nashville),,District 19,36.16534,-86.80097,Entire home/apt,120,1,91,5/27/2024,2.08,10,365,43,
45839968,1850's Luxury  -  Modern Comfort  -  Mins to DWTN!,15191384,Cristina & Brendon,,District 2,36.18683,-86.83729,Entire home/apt,604,1,96,6/17/2024,2.17,1,323,25,
45840570,Nashville Condo 10 mins to downtown,44026806,Jeff,,District 5,36.20712,-86.76629,Entire home/apt,230,2,76,6/17/2024,1.73,1,0,19,
45842524,ROOFTOP HOT-TUB  WITH DOWNTOWN VIEWS #1,206929251,DeRon,,District 21,36.16226,-86.8036,Entire home/apt,485,2,42,5/13/2024,0.94,21,343,5,
45844196,ROOFTOP HOT-TUB  WITH DOWNTOWN VIEWS #2,206929251,DeRon,,District 19,36.16374,-86.80402,Entire home/apt,485,2,36,6/2/2024,0.82,21,302,9,
45866947,"Stay, Relax & Discover Cloverland House.",371851192,Melissa,,District 4,36.03367,-86.75908,Entire home/apt,800,30,0,,,1,146,0,
45895216,"LOFT LULA 'EAST' in East Nashville, TN",225949486,Luis + Crystal,,District 5,36.20672,-86.76551,Entire home/apt,85,1,139,5/30/2024,3.12,10,359,35,
45908788,West Nash Hillside Hideaway,347192281,Mike,,District 24,36.14283765,-86.85730942,Entire home/apt,159,2,20,6/16/2024,1.79,1,126,20,2021036741
45922478,Large Remodeled Home Close to Downtown!,410279496,Stephen,,District 17,36.14626,-86.76575,Entire home/apt,363,2,129,6/16/2024,2.89,1,344,28,
45925280,Fancy Free,79140236,Heather,,District 24,36.11848814,-86.83549884,Entire home/apt,1113,2,27,5/5/2024,0.65,1,352,7,
45943394,BCP ~ Super Clean Unique Home w/ Private Backyard,260899725,Kevin,,District 2,36.19831,-86.77724,Entire home/apt,235,3,52,6/9/2024,1.18,54,326,9,
45953417,Sonder The Saddlery | Two-Bedroom Apartment,224851351,Sonder (Nashville),,District 19,36.1637,-86.77683,Entire home/apt,,1,193,6/7/2024,4.38,51,353,53,
45953418,Sonder The Saddlery | Superior 2BR Apartment,224851351,Sonder (Nashville),,District 19,36.16349,-86.77651,Entire home/apt,,1,187,5/6/2024,4.26,51,351,47,
45956769,Brand New Listing!  -  Superhost on other homes,372201607,Music City,,District 21,36.15782,-86.81489,Entire home/apt,196,3,117,6/3/2024,2.77,1,79,34,
45960462,Charming Modern Tudor in Historic Belmont,80694830,Lisa,,District 18,36.12291,-86.79757,Entire home/apt,193,3,204,6/17/2024,4.7,1,267,45,
45967726,Spacious Apt near Vandy & DT w/ dedicated parking,372556265,Mason Lofts,,District 21,36.14335555,-86.81997745,Entire home/apt,167,2,51,4/28/2024,1.25,3,179,15,
45974717,Cozy apt w/ Free Parking & Elevator near Vandy,372556265,Mason Lofts,,District 21,36.14357328,-86.81989639,Entire home/apt,204,2,54,5/12/2024,1.24,3,156,17,
45987136,~Honky Tonking on Broadway~,336197982,Laura,,District 19,36.15427,-86.77423,Entire home/apt,318,3,278,6/12/2024,6.36,1,77,68,
45992701,Spacious Loft | 11 Guests | West End,372556265,Mason Lofts,,District 21,36.14288393,-86.82067964,Entire home/apt,232,3,59,6/16/2024,1.35,3,187,23,
46002389,D9 ~ Penthouse Rooftop Deck / 12 Mins to Broadway,260899725,Kevin,,District 5,36.2077,-86.76648,Entire home/apt,221,3,44,6/11/2024,1,54,331,12,
46010679,Chester / Unique East Nashville / Outdoor Space,260899725,Kevin,,District 7,36.19484,-86.73603,Entire home/apt,,3,19,5/13/2024,0.47,54,12,4,
46025570,East Nashville Getaway Loft,2674660,Robert,,District 6,36.17567,-86.74509,Entire home/apt,128,2,72,5/27/2024,1.63,1,161,34,
46039873,FUN COUNTRY in the MuSiC CiTy_BRENTWOOD EXEC HOME,70256049,Brian,,District 4,36.03858,-86.75297,Entire home/apt,199,30,4,4/22/2024,0.14,10,67,2,
46051168,Frank on Fern,347580296,LeGenna,,District 2,36.19478,-86.77756,Entire home/apt,407,2,19,4/28/2024,0.44,2,335,3,
46063195,1 Bedroom Deluxe - Club Wyndham Nashville,234194182,Chris,,District 15,36.21999,-86.70578,Entire home/apt,,3,2,11/22/2020,0.05,4,262,0,
46065095,SLEEPS 12+ *PRIME LOCATION* 7 BEDS * FRONT PORCH,171906694,Mike,,District 5,36.18567,-86.77055,Entire home/apt,,3,60,5/27/2024,1.61,2,223,24,
46068100,"Rooftop Deck, Grill & Garage- 2 mi. to Broadway",373388104,Navin,,District 21,36.15809,-86.81427,Entire home/apt,,2,71,6/9/2024,1.63,4,353,18,
46082089,"Beautiful, Large Condo in the Heart of Nashville",14932001,Eli,,District 21,36.14513,-86.81857,Entire home/apt,135,30,12,5/25/2024,0.45,6,112,6,
46086380,LUXE LOFT - Professionally designed,66369506,Betsy,,District 2,36.18372,-86.80862,Entire home/apt,126,1,167,5/29/2024,3.95,1,139,37,
46087596,No Cleaning Fees! & Breakfast Included!,18045956,Nichole,,District 17,36.13357188,-86.76736187,Entire home/apt,353,3,70,6/16/2024,1.61,1,175,31,2019023393
46087716,Beautiful Condo in the Heart of Downtown Nashville,72485541,Alex & Wes,,District 19,36.17257,-86.7829,Entire home/apt,313,2,40,6/14/2024,2.7,3,208,30,
46122671,⭐️Rooftop Stunner⭐️ / Near Downtown,43286203,May & Eric,,District 24,36.15314,-86.82662,Entire home/apt,398,2,41,6/9/2024,0.93,6,336,5,
46170096,Modern Music City retreat. 11 miles from downtown.,34612067,Rafael,,District 29,36.07909,-86.63979,Entire home/apt,182,2,54,5/27/2024,1.28,1,176,10,
46179185,* 1 Bedroom Suite* Wyndham Nashville * Gorgeous*,234194182,Chris,,District 15,36.21942,-86.70558,Entire home/apt,142,3,4,3/4/2024,0.09,4,251,1,
46179192,East Nashville Cozy Cottage in Walkable Edgefield,5992307,Shannon,,District 6,36.17193,-86.75876,Entire home/apt,75,31,14,11/19/2023,0.34,3,175,2,
46179221,East Nashville Hideaway,333771053,Caitlin,,District 6,36.18526,-86.72208,Entire home/apt,106,2,131,6/2/2024,2.99,1,157,22,
46179487,12th South Gem! Yellow Door Guest House!,262856184,Geoff,,District 18,36.12205,-86.7912,Entire home/apt,150,1,353,6/18/2024,8,1,128,87,
46193157,ROOFTOP HOT-TUB WITH DOWNTOWN VIEWS #3,206929251,DeRon,,District 21,36.16369,-86.80482,Entire home/apt,485,2,86,5/27/2024,2.03,21,295,18,
46193239,Charming 2 bedroom home in Nashville!,184846366,Scarlett,,District 15,36.16457,-86.67583,Entire home/apt,160,3,117,5/27/2024,3.06,1,46,28,
46194921,ROOFTOP HOT-TUB WITH DOWNTOWN VIEWS #4,206929251,DeRon,,District 21,36.16395,-86.80517,Entire home/apt,,2,86,5/19/2024,2.03,21,293,17,
46199482,1 Bedroom Suite * Wyndham Nashville,234194182,Chris,,District 15,36.2192,-86.70401,Entire home/apt,,3,4,9/24/2022,0.09,4,220,0,
46264155,Cozy Nashville Home with a Dedicated Office,374589175,Jonathan,,District 22,36.08542,-86.94382,Entire home/apt,99,90,15,1/1/2024,0.36,1,322,2,
46264854,Nashville's Hidden Jewel: Near Downtown & 5 Points,175146158,Daniel,,District 5,36.18847,-86.76946,Entire home/apt,174,2,214,6/2/2024,5.43,1,229,23,
46275258,Opryland Hideaway,101554115,Paul,,District 15,36.21523,-86.68507,Entire home/apt,199,1,103,4/14/2024,2.7,1,14,28,
46277754,Luxury Gulch home with rooftop,41294064,Alyssa,,District 17,36.14466,-86.78425,Entire home/apt,541,1,163,6/16/2024,3.71,1,222,50,
46278099,Sonder at Village 21 | Studio Apartment,224851351,Sonder (Nashville),,District 17,36.13909,-86.79958,Entire home/apt,183,1,34,1/24/2024,0.8,51,250,7,
46278602,Sonder at Village 21 | Spacious 1BR Apt w/ Balcony,224851351,Sonder (Nashville),,District 17,36.13856,-86.79974,Entire home/apt,159,1,46,6/2/2024,1.07,51,329,16,
46278763,Sonder at Village 21 | 1BR Apt w/ Balcony,224851351,Sonder (Nashville),,District 18,36.13914,-86.80107,Entire home/apt,175,1,1022,6/8/2024,23.9,51,364,426,
46278813,Sonder at Village 21 | Studio Apartment w/ Balcony,224851351,Sonder (Nashville),,District 18,36.13734,-86.80135,Entire home/apt,193,1,291,5/29/2024,6.82,51,365,71,2020064436
46294693,"1 Bedroom Deluxe Wyndham Nashville, TN",373638863,Kourtney,,District 15,36.22142,-86.70412,Entire home/apt,,30,0,,,3,89,0,
46294827,"2 Bedroom Deluxe Wyndham Nashville, TN",373638863,Kourtney,,District 15,36.2206,-86.70454,Entire home/apt,,30,0,,,3,89,0,
46337441,Nashville Superstar - Ultra Luxury - Mins to Dtown,101426897,Host Extraordinaires,,District 17,36.13384,-86.766,Entire home/apt,257,2,112,5/19/2024,2.79,210,29,34,
46354422,"Holiday House! Hot Tub, Marg Machine, 12 South",65151103,Taylor,,District 18,36.13012,-86.78933,Entire home/apt,422,3,109,6/20/2024,3,4,326,30,
46358209,"East Nashville Gem: Walk to Music, Shops, & Eats!",593556,Alece,,District 6,36.17323,-86.75545,Entire home/apt,147,1,188,6/16/2024,4.34,9,323,35,2020036408
46409662,*Downtown Delight: Stylish Townhouse* Sleeps 8,312585112,Nash,,District 21,36.1557,-86.83464,Entire home/apt,154,3,92,6/9/2024,2.32,30,39,23,
46412125,Luxury East Loft-Minutes to Broadway- FREE Parking,65740100,Buddy,,District 5,36.20746,-86.76721,Entire home/apt,105,2,297,6/17/2024,6.84,1,238,93,
46466404,Condo on Music Row w/ Parking * Sleeps 6 * Pool,4910520,Amy,,District 19,36.15110016,-86.792099,Entire home/apt,185,1,135,6/17/2024,3.11,15,345,26,
46470229,**2 BR Lockoff @ Wyndham Nashville,373638863,Kourtney,,District 15,36.22097,-86.70371,Private room,199,30,2,12/13/2020,0.05,3,90,0,
46486807,The Ilume | Gulch View | Massive Deck in Downtown,369882254,Leron,,District 19,36.14761,-86.78138,Entire home/apt,369,3,85,6/9/2024,1.96,9,285,12,
46509289,The Red House - Family Friendly - Entire Home,56606146,Terje,,District 29,36.08413,-86.63884,Entire home/apt,175,4,54,5/27/2024,1.28,2,328,12,
46525073,Sonder 16th South | Two-Bedroom Apartment,224851351,Sonder (Nashville),,District 17,36.13951,-86.79455,Entire home/apt,204,1,106,6/3/2024,2.52,51,334,25,
46525471,Club Nashville 1 Bedroom Condo,24132769,Jacob,,District 15,36.21929,-86.70565,Entire home/apt,128,2,13,1/9/2024,0.37,2,31,2,
46528352,Luxurious Newbuild • 5 min to Broadway • 4 Full BA,88959664,Julian,,District 19,36.167686,-86.798943,Entire home/apt,423,2,160,6/17/2024,4.03,48,299,54,
46547145,Sonder 16th South | Accessible 1BR Apt,224851351,Sonder (Nashville),,District 17,36.13941,-86.79301,Entire home/apt,141,1,67,4/30/2024,1.57,51,282,12,
46550706,10 Mins To Broadway - Stylish Gated Townhome,101426897,Host Extraordinaires,,District 20,36.15987,-86.87849,Entire home/apt,173,2,77,6/2/2024,1.81,210,307,26,
46561641,*Close 2 Broadway*Top Floor*Pool*Balcony*Parking*,51730484,Dylan,,District 19,36.15489,-86.77541,Entire home/apt,263,1,236,6/14/2024,5.43,2,0,60,2018074222
46563697,*2 Bedroom Condo @ Wyndham Nashville*,234194182,Chris,,District 15,36.21956,-86.70421,Entire home/apt,209,3,2,11/3/2023,0.05,4,233,1,
46569933,E202 / 6 Mins Downtown & Broadway / Clean Studio,260899725,Kevin,,District 21,36.15818,-86.81505,Entire home/apt,93,3,47,6/17/2024,1.15,54,329,9,
46581387,The Nashville Efficiency! Dwntwn! .5 mi. 2 Grmntwn,11849086,Elite,,District 21,36.17768,-86.80319,Entire home/apt,45,30,11,5/5/2024,0.43,15,114,8,
46617332,Lively East Nashville Pad; 1 Block to Dine & Shop,121235121,Evolve,,District 7,36.2056553,-86.72761054,Entire home/apt,140,2,66,6/8/2024,1.55,54,33,15,
46618956,E301 / Unique Penthouse Studio with Free Parking,260899725,Kevin,,District 21,36.15818,-86.81505,Entire home/apt,102,3,53,6/10/2024,1.53,54,337,22,
46621273,"19- Home- ""MUSIC HILL"" only 2 mi from Broadway",69852847,Laura And The Music City Collection Team,,District 17,36.11762,-86.76993,Entire home/apt,,3,39,5/31/2024,0.92,27,332,15,
46621297,20-The Larmon Large Modern Home w Rooftop,69852847,Laura And The Music City Collection Team,,District 17,36.11808,-86.76879,Entire home/apt,,3,31,6/3/2024,0.74,27,322,11,
46621323,"21- Loft - Trendy ""Music Hill"" 2 mi to Broadway",69852847,Laura And The Music City Collection Team,,District 17,36.11827,-86.76997,Entire home/apt,231,3,53,6/19/2024,1.25,27,337,14,
46621349,22- Large Modern Home w  Rooftop Fireplace!,69852847,Laura And The Music City Collection Team,,District 17,36.11991,-86.77017,Entire home/apt,,3,24,5/27/2024,0.57,27,356,14,
46621897,Downtown NASH Luxury Apartment,310340727,Zach,,District 19,36.15366817,-86.77536987,Entire home/apt,197,2,54,6/16/2024,3.95,1,162,47,
46659190,Beautiful Condo Steps to Downtown + FREE Parking!,377130725,Shaun,,District 19,36.1634,-86.77836,Entire home/apt,278,2,206,6/21/2024,4.8,1,112,62,
46733105,Perfectly located 12th South Carriage House,13244921,Donald,,District 18,36.12549,-86.79249,Entire home/apt,156,2,136,6/17/2024,3.89,1,102,34,
46746874,12 South / Gulch Luxury Condo,101553583,Sally,,District 19,36.1478,-86.78209,Entire home/apt,231,1,17,5/18/2024,1.04,2,149,13,
46751598,"Peaceful East Nash 3BR 2BA, Free Parking, Fire Pit",143019133,Seyward,,District 8,36.21341,-86.73312,Entire home/apt,109,30,118,5/17/2024,2.89,2,117,19,
46754246,SUPERIOR LUXURY✨PRIVATE ROOFTOP✨/NEAR DOWNTOWN,43286203,May & Eric,,District 21,36.15792,-86.81586,Entire home/apt,,2,102,5/27/2024,2.41,6,346,24,
46772369,Large Private room with queen bed & private bath!,20685639,Joy,,District 15,36.16236,-86.6704,Private room,42,30,10,2/5/2024,0.24,2,246,5,
46791912,Luxury Condo w/ Rooftop~9min to Brdway~Game Room,126958751,Luxury Rental Management,,District 5,36.2027,-86.75357,Entire home/apt,221,2,146,6/3/2024,3.45,1,329,28,
46792749,New 4 Bed 4 Bath! 12 Beds! Game Room!,115505661,Chris,,District 21,36.15641,-86.81867,Entire home/apt,238,2,143,6/20/2024,3.36,95,308,40,
46813432,12 South * Perfect Location * Private Guest House,56912481,Morgan,,District 17,36.12144,-86.78967,Entire home/apt,129,90,170,6/4/2024,4.16,1,183,52,
46828232,Quiet 1 bedroom in the heart of East Nashville,240027002,Nathan,,District 6,36.17029,-86.75069,Entire home/apt,120,1,146,6/13/2024,3.64,1,78,33,
46837226,Charming and Cozy,270827120,Betty,,District 32,36.03771,-86.67078,Private room,60,2,126,6/14/2024,3,1,339,29,
46847528,"VOTED ""HAPPIEST"" & ""MOST JOYFUL"" Nash Condo + Pool",133757060,Zac,,District 17,36.12666,-86.77825,Entire home/apt,123,1,316,6/18/2024,7.36,8,321,85,
46853484,"""New Stunning Apt. in the Heart of DT Nashville!""",378497413,Quianna,,District 19,36.15571493,-86.77612793,Entire home/apt,,1,220,6/2/2024,5.29,2,18,63,2018071761
46879911,Relaxing Urban Retreat - Mins to Downtown,101426897,Host Extraordinaires,,District 21,36.16728,-86.81433,Entire home/apt,182,2,76,6/16/2024,1.79,210,294,22,
46894740,Luxury Townhouse with rooftop view of downtown!,378684953,Tony,,District 17,36.143745,-86.762962,Entire home/apt,246,2,77,6/7/2024,1.97,1,258,12,
